,webrtc-media-0.6.0,adt>adt,warn,   --> src/audio/buffer.rs:130:22
12854,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:2073:18
12855,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:2097:18
12856,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:2101:18
12857,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:2105:18
12858,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:2137:18
12859,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:2141:18
12860,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:2251:18
12861,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:2255:18
12862,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:2259:18
12863,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:2263:18
12864,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:2267:18
12865,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:2271:18
12866,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:2405:18
12867,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:2409:18
12868,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:2413:18
12869,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:2527:18
12870,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:2531:18
12871,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:2535:18
12872,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:2543:18
12873,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:2547:18
12874,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:2657:18
12875,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:2661:18
12876,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:2665:18
12877,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:2669:18
12878,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:2673:18
12879,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:2779:18
12880,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:2819:18
12881,nuklear-rust-0.6.3,*const adt>&adt,warn,    --> src/lib.rs:3035:18
12882,nuklear-rust-0.6.3,*const adt>&adt,warn,    --> src/lib.rs:3039:18
12883,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:3224:18
12884,nuklear-rust-0.6.3,*mut adt>&adt,warn,    --> src/lib.rs:3669:87
12885,nuklear-rust-0.6.3,*mut adt>&adt,warn,    --> src/lib.rs:3685:31
12886,nuklear-rust-0.6.3,&mut adt>&mut adt,warn,    --> src/lib.rs:3802:18
12887,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:3806:18
12888,nuklear-rust-0.6.3,&mut adt>&mut adt,warn,    --> src/lib.rs:3826:18
12889,nuklear-rust-0.6.3,&mut adt>&mut adt,warn,    --> src/lib.rs:3830:18
12890,nuklear-rust-0.6.3,&mut adt>&mut adt,warn,    --> src/lib.rs:3834:18
12891,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:3838:18
12892,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:3842:18
12893,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:3846:18
12894,nuklear-rust-0.6.3,*mut adt>&adt,warn,    --> src/lib.rs:3876:22
12895,nuklear-rust-0.6.3,*mut adt>&mut adt,warn,    --> src/lib.rs:3887:22
12896,nuklear-rust-0.6.3,*mut adt>&mut adt,warn,    --> src/lib.rs:3919:22
12897,nuklear-rust-0.6.3,*mut adt>&adt,warn,    --> src/lib.rs:3930:22
12898,nuklear-rust-0.6.3,*mut adt>&mut adt,warn,    --> src/lib.rs:3957:22
12899,nuklear-rust-0.6.3,*mut adt>&adt,warn,    --> src/lib.rs:3967:22
12900,nuklear-rust-0.6.3,*const adt>&adt,warn,    --> src/lib.rs:4922:22
12901,nuklear-rust-0.6.3,*const adt>&adt,warn,    --> src/lib.rs:4933:22
12902,nuklear-rust-0.6.3,*const adt>&adt,warn,    --> src/lib.rs:4944:22
12903,nuklear-rust-0.6.3,*const adt>&adt,warn,    --> src/lib.rs:4955:22
12904,nuklear-rust-0.6.3,&&[int]>&&[uint],warn,    --> src/lib.rs:5045:24
12905,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5071:18
12906,nuklear-rust-0.6.3,*mut adt>&adt,warn,    --> src/lib.rs:5074:18
12907,nuklear-rust-0.6.3,*mut adt>&mut adt,warn,    --> src/lib.rs:5077:18
12908,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5080:18
12909,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5083:18
12910,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5086:18
12911,nuklear-rust-0.6.3,*mut adt>&adt,warn,    --> src/lib.rs:5095:18
12912,nuklear-rust-0.6.3,*mut adt>&adt,warn,    --> src/lib.rs:5098:18
12913,nuklear-rust-0.6.3,*mut adt>&adt,warn,    --> src/lib.rs:5101:18
12914,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5329:18
12915,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5333:18
12916,nuklear-rust-0.6.3,*mut adt>&adt,warn,    --> src/lib.rs:5340:22
12917,nuklear-rust-0.6.3,*mut adt>&adt,warn,    --> src/lib.rs:5351:22
12918,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5409:26
12919,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5415:26
12920,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5409:26
12921,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5415:26
12922,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5409:26
12923,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5415:26
12924,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5409:26
12925,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5415:26
12926,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5409:26
12927,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5415:26
12928,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5409:26
12929,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5415:26
12930,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5409:26
12931,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5415:26
12932,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5409:26
12933,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5415:26
12934,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5409:26
12935,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5415:26
12936,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5409:26
12937,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5415:26
12938,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5409:26
12939,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5415:26
12940,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5409:26
12941,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5415:26
12942,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5409:26
12943,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5415:26
12944,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5409:26
12945,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5415:26
12946,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5409:26
12947,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5415:26
12948,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5409:26
12949,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5415:26
12950,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5409:26
12951,nuklear-rust-0.6.3,&adt>&adt,warn,    --> src/lib.rs:5415:26
12952,nuklear-rust-0.6.3,*const adt>&adt,warn,    --> src/lib.rs:5757:18
12953,nuklear-rust-0.6.3,*const adt>&adt,warn,    --> src/lib.rs:6042:18
12954,nuklear-rust-0.6.3,*mut adt>&adt,warn,    --> src/lib.rs:6046:18
12955,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/media_query.rs:177:1
12956,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/media_query.rs:177:1
12957,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/media_query.rs:487:1
12958,lightningcss-1.0.0-alpha.41,&adt>&adt,warn,   --> src/printer.rs:344:27
12959,lightningcss-1.0.0-alpha.41,&adt>&adt,warn,   --> src/printer.rs:350:34
12960,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,  --> src/properties/align.rs:87:1
12961,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/animation.rs:158:1
12962,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/animation.rs:174:1
12963,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/background.rs:176:1
12964,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/border.rs:81:1
12965,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,  --> src/properties/border_image.rs:26:1
12966,lightningcss-1.0.0-alpha.41,float>uint,warn,    --> src/properties/custom.rs:1011:28
12967,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/display.rs:373:1
12968,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/flex.rs:258:1
12969,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/flex.rs:269:1
12970,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/flex.rs:301:1
12971,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/flex.rs:333:1
12972,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/flex.rs:363:1
12973,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/flex.rs:401:1
12974,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/flex.rs:436:1
12975,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/font.rs:152:1
12976,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/list.rs:232:1
12977,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/list.rs:297:1
12978,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,  --> src/properties/masking.rs:26:1
12979,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/masking.rs:151:1
12980,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,  --> src/properties/overflow.rs:16:1
12981,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,  --> src/properties/overflow.rs:65:1
12982,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/svg.rs:155:1
12983,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/svg.rs:288:1
12984,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/svg.rs:300:1
12985,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/svg.rs:312:1
12986,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/svg.rs:326:1
12987,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/svg.rs:340:1
12988,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,  --> src/properties/text.rs:27:1
12989,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/text.rs:248:1
12990,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/text.rs:263:1
12991,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/text.rs:721:1
12992,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/text.rs:891:1
12993,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/text.rs:903:1
12994,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,    --> src/properties/text.rs:1088:1
12995,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,    --> src/properties/text.rs:1100:1
12996,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,    --> src/properties/text.rs:1139:1
12997,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,    --> src/properties/transform.rs:1388:1
12998,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,  --> src/properties/ui.rs:19:1
12999,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/ui.rs:233:1
13000,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/properties/ui.rs:277:1
13001,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,  --> src/rules/page.rs:35:1
13002,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/selector.rs:320:1
13003,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/values/color.rs:222:1
13004,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/values/length.rs:320:1
13005,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/values/position.rs:359:1
13006,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/values/position.rs:378:1
13007,lightningcss-1.0.0-alpha.41,&&[uint]>&str,warn,   --> src/values/shape.rs:126:1
13008,lightningcss-1.0.0-alpha.41,&adt>&adt,warn,  --> src/values/string.rs:54:26
13009,lightningcss-1.0.0-alpha.41,adt>adt,warn,   --> src/values/string.rs:138:16
13010,appendix-2.0.0,*const uint>&adt,warn,   --> src/lib.rs:178:25
13011,appendix-2.0.0,*const uint>&adt,warn,   --> src/lib.rs:291:13
13012,appendix-2.0.0,*const uint>&mut adt,warn,   --> src/lib.rs:313:17
13013,lucet-runtime-internals-0.6.1,*const adt>&adt,warn,   --> src/instance.rs:787:13
13014,lucet-runtime-internals-0.6.1,*mut adt>&mut adt,warn,   --> src/instance.rs:797:13
13015,lucet-runtime-internals-0.6.1,adt>adt,warn,   --> src/module/mock.rs:231:32
13016,async-weighted-semaphore-0.2.1,*const param>uint,warn,  --> src/atomic.rs:42:9
13017,async-weighted-semaphore-0.2.1,uint>*const param,warn,  --> src/atomic.rs:45:9
13018,async-weighted-semaphore-0.2.1,*mut param>uint,warn,  --> src/atomic.rs:51:9
13019,async-weighted-semaphore-0.2.1,uint>*mut param,warn,  --> src/atomic.rs:54:9
13020,async-weighted-semaphore-0.2.1,tuple>adt,warn,   --> src/waker.rs:112:23
13021,async-weighted-semaphore-0.2.1,tuple>adt,warn,   --> src/waker.rs:140:37
13022,async-weighted-semaphore-0.2.1,tuple>adt,warn,   --> src/waker.rs:213:31
13023,async-weighted-semaphore-0.2.1,adt>adt,warn,   --> src/semaphore.rs:186:29
13024,shared_library-0.2.2,*mut uint>*mut param,warn,   --> src/dynamic_library.rs:119:36
13025,shared_library-0.2.2,adt>*const adt,warn,   --> src/dynamic_library.rs:191:5
13026,wasmer-runtime-core-near-0.18.3,*const uint>fnptr,warn,  --> src/loader.rs:97:22
13027,wasmer-runtime-core-near-0.18.3,*const uint>fnptr,warn,  --> src/loader.rs:98:22
13028,wasmer-runtime-core-near-0.18.3,*const uint>fnptr,warn,  --> src/loader.rs:99:22
13029,wasmer-runtime-core-near-0.18.3,*const uint>fnptr,warn,   --> src/loader.rs:103:22
13030,wasmer-runtime-core-near-0.18.3,*const uint>fnptr,warn,   --> src/loader.rs:108:22
13031,wasmer-runtime-core-near-0.18.3,*const uint>fnptr,warn,   --> src/loader.rs:114:22
13032,wasmer-runtime-core-near-0.18.3,&&[param]>&adt,warn,  --> src/structures/boxed.rs:36:18
13033,wasmer-runtime-core-near-0.18.3,&mut &[param]>&mut adt,warn,  --> src/structures/boxed.rs:45:18
13034,wasmer-runtime-core-near-0.18.3,&&[param]>&adt,warn,   --> src/structures/map.rs:129:18
13035,wasmer-runtime-core-near-0.18.3,&mut &[param]>&mut adt,warn,   --> src/structures/map.rs:138:18
13036,wasmer-runtime-core-near-0.18.3,*const uint>fnptr,warn,  --> src/trampoline_x64.rs:34:13
13037,wasmer-runtime-core-near-0.18.3,uint>fnptr,warn,   --> src/typed_func.rs:415:30
13038,wasmer-runtime-core-near-0.18.3,uint>adt,warn,   --> src/vm.rs:454:63
13039,wasmer-runtime-core-near-0.18.3,&mut int>&adt,warn,   --> src/fault.rs:943:13
13040,wasmer-runtime-core-near-0.18.3,*const adt>fnptr,warn,    --> src/state.rs:1152:21
13041,turbine_scene3d-0.37.0,*const uint>*const adt,warn,  --> src/gl_backend/mod.rs:86:17
13042,turbine_scene3d-0.37.0,*const float>*const adt,warn,   --> src/gl_backend/mod.rs:224:17
13043,turbine_scene3d-0.37.0,*const float>*const adt,warn,   --> src/gl_backend/mod.rs:262:17
13044,turbine_scene3d-0.37.0,*const float>*const adt,warn,   --> src/gl_backend/mod.rs:300:17
13045,turbine_scene3d-0.37.0,*const float>*const adt,warn,   --> src/gl_backend/mod.rs:338:17
13046,turbine_scene3d-0.37.0,*const float>*const adt,warn,   --> src/gl_backend/mod.rs:376:17
13047,piston2d-gfx_graphics-0.79.0,uint>&adt,warn,  --> src/back_end.rs:18:1
13048,piston2d-gfx_graphics-0.79.0,uint>&adt,warn,  --> src/back_end.rs:18:1
13049,gd32vf103xx-hal-0.5.0,uint>adt,warn,   --> src/eclic.rs:152:18
13050,gd32vf103xx-hal-0.5.0,uint>adt,warn,   --> src/eclic.rs:324:18
13051,gd32vf103xx-hal-0.5.0,uint>adt,warn,   --> src/eclic.rs:373:18
13052,chacha20-0.9.1,[adt]>[adt],warn,  --> src/backends/avx2.rs:72:38
13053,chacha20-0.9.1,[adt]>[adt],warn,  --> src/backends/avx2.rs:93:39
13054,lodepng-3.7.2,&mut *mut uint>&mut &mut adt,warn,   --> src/ffi.rs:591:19
13055,jrsonnet-gcmodule-0.3.5,&mut trait obj>[*mut tuple],warn,   --> src/cc.rs:135:46
13056,jrsonnet-gcmodule-0.3.5,&trait obj>[uint],warn,   --> src/cc.rs:227:43
13057,jrsonnet-gcmodule-0.3.5,adt>uint,warn,   --> src/cc.rs:228:35
13058,jrsonnet-gcmodule-0.3.5,[uint]>adt,warn,   --> src/cc.rs:230:13
13059,jrsonnet-gcmodule-0.3.5,*const adt>*mut adt,no idea,   --> src/cc.rs:703:48
13060,jrsonnet-gcmodule-0.3.5,&trait obj>[*mut tuple],warn,  --> src/collect.rs:99:41
13061,jrsonnet-gcmodule-0.3.5,tuple>&trait obj,warn,   --> src/collect.rs:223:13
13062,jrsonnet-gcmodule-0.3.5,&trait obj>[*mut tuple],warn,  --> src/sync/collect.rs:68:41
13063,jrsonnet-gcmodule-0.3.5,tuple>&trait obj,warn,   --> src/sync/collect.rs:200:13
13064,bsn1-1.0.0,&&[uint]>&adt,warn,   --> src/ber.rs:228:9
13065,bsn1-1.0.0,&mut &[uint]>&mut adt,warn,   --> src/ber.rs:258:9
13066,bsn1-1.0.0,&mut adt>&mut adt,warn,   --> src/ber.rs:936:47
13067,bsn1-1.0.0,&&[uint]>&adt,warn,  --> src/contents_ref.rs:59:18
13068,bsn1-1.0.0,&mut &[uint]>&mut adt,warn,  --> src/contents_ref.rs:68:18
13069,bsn1-1.0.0,&mut &[uint]>&mut adt,warn,   --> src/der.rs:242:9
13070,bsn1-1.0.0,&&[uint]>&adt,warn,   --> src/identifier.rs:251:9
13071,bsn1-1.0.0,&mut &[uint]>&mut adt,warn,   --> src/identifier.rs:285:9
13072,bsn1-1.0.0,&mut &[uint]>&mut adt,warn,    --> src/identifier.rs:1622:18
13073,daemonize-0.5.0,adt>adt,warn,   --> src/lib.rs:323:46
13074,dusk-plonk-0.14.0,&&[uint]>&&[uint],warn,  --> src/transcript.rs:76:30
13075,bitsparrow-2.0.0-rc4,&uint>*const uint,warn,   --> src/encode.rs:254:42
13076,bitsparrow-2.0.0-rc4,&uint>*const uint,warn,   --> src/encode.rs:254:42
13077,bitsparrow-2.0.0-rc4,&uint>*const uint,warn,   --> src/encode.rs:254:42
13078,bitsparrow-2.0.0-rc4,&int>*const uint,warn,   --> src/encode.rs:254:42
13079,bitsparrow-2.0.0-rc4,&int>*const uint,warn,   --> src/encode.rs:254:42
13080,bitsparrow-2.0.0-rc4,&int>*const uint,warn,   --> src/encode.rs:254:42
13081,bitsparrow-2.0.0-rc4,float>uint,warn,   --> src/encode.rs:286:37
13082,bitsparrow-2.0.0-rc4,float>uint,warn,   --> src/encode.rs:298:37
13083,bitsparrow-2.0.0-rc4,uint>float,warn,   --> src/decode.rs:135:21
13084,bitsparrow-2.0.0-rc4,uint>float,warn,   --> src/decode.rs:143:21
13085,rs-ecs-0.7.4,uint>*mut uint,warn,   --> src/archetype.rs:392:9
13086,rs-ecs-0.7.4,&&[tuple]>&&[tuple],warn,   --> src/query.rs:166:29
13087,rs-ecs-0.7.4,&mut &[adt]>&mut &[adt],warn,   --> src/query.rs:167:28
13088,rs-ecs-0.7.4,&&[tuple]>&&[tuple],warn,   --> src/query.rs:211:72
13089,rs-ecs-0.7.4,&&[tuple]>&&[tuple],warn,   --> src/query.rs:228:72
13090,rs-ecs-0.7.4,&&[tuple]>&&[tuple],warn,   --> src/query.rs:310:72
13091,rs-ecs-0.7.4,&mut &[adt]>&mut &[adt],warn,   --> src/query.rs:313:22
13092,rs-ecs-0.7.4,&adt>&adt,warn,   --> src/query.rs:517:13
13093,async-backtrace-0.2.5,&adt>&adt,warn,   --> src/frame.rs:254:13
13094,gix-ref-0.29.1,&adt>&adt,warn,  --> src/name.rs:49:13
13095,gix-ref-0.29.1,&adt>&adt,warn,  --> src/name.rs:59:13
13096,wasmtime-9.0.2,adt>fnptr,warn,   --> src/func/typed.rs:569:29
13097,wasmtime-9.0.2,adt>fnptr,warn,   --> src/func/typed.rs:569:29
13098,wasmtime-9.0.2,adt>fnptr,warn,   --> src/instance.rs:346:28
13099,wasmtime-9.0.2,*const uint>fnptr,warn,    --> src/module.rs:1378:23
13100,wasmtime-9.0.2,*mut trait obj>*mut trait obj,warn,   --> src/store.rs:513:28
13101,wasmtime-9.0.2,&mut adt>*mut adt,warn,    --> src/store.rs:1661:25
13102,bcc-sys-0.23.0,uint>uint,warn,   --> src/bccapi/v0_23_0.rs:536:18
13103,bcc-sys-0.23.0,uint>uint,warn,   --> src/bccapi/v0_23_0.rs:541:27
13104,bcc-sys-0.23.0,uint>uint,warn,   --> src/bccapi/v0_23_0.rs:547:18
13105,bcc-sys-0.23.0,uint>uint,warn,   --> src/bccapi/v0_23_0.rs:552:27
13106,bcc-sys-0.23.0,uint>uint,warn,   --> src/bccapi/v0_23_0.rs:560:40
13107,bcc-sys-0.23.0,uint>uint,warn,   --> src/bccapi/v0_23_0.rs:564:40
13108,bcc-sys-0.23.0,uint>uint,warn,    --> src/bccapi/v0_23_0.rs:3290:18
13109,bcc-sys-0.23.0,uint>uint,warn,    --> src/bccapi/v0_23_0.rs:3295:28
13110,bcc-sys-0.23.0,uint>uint,warn,    --> src/bccapi/v0_23_0.rs:3303:48
13111,float-ord-0.3.2,float>uint,warn,  --> src/lib.rs:21:34
13112,float-ord-0.3.2,float>uint,warn,  --> src/lib.rs:21:34
13113,float-ord-0.3.2,&mut &[param]>&mut &[adt],warn,  --> src/lib.rs:72:43
13114,egli-0.5.0,*mut *mut adt>*mut *mut adt,warn,   --> src/egl/mod.rs:409:30
13115,egli-0.5.0,*mut *mut adt>*mut adt,warn,   --> src/egl/mod.rs:635:28
13116,egli-0.5.0,int>adt,warn,  --> src/lib.rs:68:9
13117,egli-0.5.0,int>adt,warn,  --> src/lib.rs:82:9
13118,egli-0.5.0,int>adt,warn,  --> src/lib.rs:95:9
13119,steamworks-0.10.0,adt>uint,safe,   --> src/friends.rs:252:34
13120,dprint-core-0.61.0,&adt>&adt,warn,  --> src/formatting/print_items.rs:38:16
13121,dprint-core-0.61.0,&adt>&adt,warn,  --> src/formatting/print_items.rs:80:16
13122,dprint-core-0.61.0,&adt>&adt,warn,  --> src/formatting/print_items.rs:88:16
13123,rbx_xml-0.13.0,adt>adt,warn,   --> src/deserializer_core.rs:99:13
13124,random-trait-0.1.1,[uint]>uint,safe,   --> src/lib.rs:119:18
13125,random-trait-0.1.1,[uint]>uint,safe,   --> src/lib.rs:126:18
13126,random-trait-0.1.1,[uint]>uint,safe,   --> src/lib.rs:133:18
13127,random-trait-0.1.1,[uint]>uint,safe,   --> src/lib.rs:159:18
13128,random-trait-0.1.1,uint>float,warn,   --> src/lib.rs:300:14
13129,random-trait-0.1.1,uint>float,warn,   --> src/lib.rs:305:14
13130,wasmer-runtime-core-fl-0.17.1,*const uint>fnptr,warn,  --> src/loader.rs:97:22
13131,wasmer-runtime-core-fl-0.17.1,*const uint>fnptr,warn,  --> src/loader.rs:98:22
13132,wasmer-runtime-core-fl-0.17.1,*const uint>fnptr,warn,  --> src/loader.rs:99:22
13133,wasmer-runtime-core-fl-0.17.1,*const uint>fnptr,warn,   --> src/loader.rs:103:22
13134,wasmer-runtime-core-fl-0.17.1,*const uint>fnptr,warn,   --> src/loader.rs:108:22
13135,wasmer-runtime-core-fl-0.17.1,*const uint>fnptr,warn,   --> src/loader.rs:114:22
13136,wasmer-runtime-core-fl-0.17.1,&&[param]>&adt,warn,  --> src/structures/boxed.rs:36:18
13137,wasmer-runtime-core-fl-0.17.1,&mut &[param]>&mut adt,warn,  --> src/structures/boxed.rs:45:18
13138,wasmer-runtime-core-fl-0.17.1,&&[param]>&adt,warn,   --> src/structures/map.rs:127:18
13139,wasmer-runtime-core-fl-0.17.1,&mut &[param]>&mut adt,warn,   --> src/structures/map.rs:136:18
13140,wasmer-runtime-core-fl-0.17.1,*const uint>fnptr,warn,  --> src/trampoline_x64.rs:34:13
13141,wasmer-runtime-core-fl-0.17.1,uint>fnptr,warn,   --> src/typed_func.rs:416:30
13142,wasmer-runtime-core-fl-0.17.1,uint>adt,warn,   --> src/vm.rs:454:63
13143,wasmer-runtime-core-fl-0.17.1,&mut int>&adt,warn,   --> src/fault.rs:922:13
13144,wasmer-runtime-core-fl-0.17.1,*const adt>fnptr,warn,    --> src/state.rs:1053:21
13145,dynamic-0.2.1,adt>adt,warn,  --> src/lib.rs:44:18
13146,dynamic-0.2.1,&adt>&adt,warn,  --> src/lib.rs:53:18
13147,dynamic-0.2.1,&mut adt>&mut adt,warn,  --> src/lib.rs:62:18
13148,tet-core-2.1.2,&&[uint]>&mut &[uint],warn,   --> src/crypto.rs:789:5
13149,plotters-bitmap-0.3.2,[uint]>uint,safe,  --> src/bitmap_pixel/bgrx.rs:67:13
