,webrtc-media-0.6.0,adt>adt,warn,   --> src/audio/buffer.rs:130:22
5193,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2665:165
5194,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2667:116
5195,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2669:117
5196,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2671:116
5197,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2673:118
5198,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2675:118
5199,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2677:107
5200,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2679:115
5201,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2681:109
5202,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2683:117
5203,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2685:124
5204,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2687:115
5205,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2689:127
5206,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2691:117
5207,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2693:141
5208,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2695:115
5209,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2697:145
5210,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2699:117
5211,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2701:116
5212,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2703:158
5213,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2705:115
5214,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2707:117
5215,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2709:118
5216,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2711:163
5217,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2713:117
5218,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2715:119
5219,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2717:204
5220,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2719:165
5221,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2721:173
5222,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2723:165
5223,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2725:173
5224,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2727:165
5225,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2729:173
5226,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2731:165
5227,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2733:173
5228,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2735:233
5229,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2737:107
5230,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2739:115
5231,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2741:107
5232,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2743:115
5233,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2745:107
5234,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2747:115
5235,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2749:142
5236,imgui-opengl-renderer-0.12.0,*const adt>fnptr,warn,    --> /home/RuMorph/crates/source/imgui-opengl-renderer-0.12.0/target/debug/build/imgui-opengl-renderer-603f4d37ef7023d2/out/bindings.rs:2751:134
5237,pretty-0.12.1,adt>adt,warn,    --> src/lib.rs:1625:24
5238,librespot-tremor-0.2.0,adt>adt,warn,   --> src/lib.rs:212:50
5239,mrusty-1.0.0,*const uint>adt,warn,  --> src/mruby.rs:87:44
5240,mrusty-1.0.0,adt>*const uint,warn,   --> src/mruby.rs:181:34
5241,mrusty-1.0.0,*const uint>adt,warn,   --> src/mruby.rs:184:36
5242,mrusty-1.0.0,*const uint>adt,warn,    --> src/mruby.rs:1026:17
5243,mrusty-1.0.0,*const uint>*const [*const uint],warn,    --> src/mruby.rs:1184:29
5244,mrusty-1.0.0,*const uint>&int,warn,    --> src/mruby.rs:1186:40
5245,mrusty-1.0.0,*const uint>*const adt,warn,    --> src/mruby.rs:1187:45
5246,mrusty-1.0.0,&uint>*const uint,warn,    --> src/mruby.rs:1206:45
5247,mrusty-1.0.0,*const adt>*const uint,warn,    --> src/mruby.rs:1207:38
5248,mrusty-1.0.0,&[*const uint]>*const uint,warn,    --> src/mruby.rs:1210:39
5249,mrusty-1.0.0,*const uint>*const [*const uint],warn,    --> src/mruby.rs:1245:29
5250,mrusty-1.0.0,*const uint>*const adt,warn,    --> src/mruby.rs:1247:45
5251,mrusty-1.0.0,*const adt>*const uint,warn,    --> src/mruby.rs:1265:38
5252,mrusty-1.0.0,&[*const uint]>*const uint,warn,    --> src/mruby.rs:1268:39
5253,mrusty-1.0.0,*const uint>adt,warn,    --> src/mruby.rs:1123:40
5254,mrusty-1.0.0,*const uint>adt,warn,    --> src/mruby.rs:1123:40
5255,mrusty-1.0.0,*const uint>adt,warn,    --> src/mruby.rs:1072:40
5256,mrusty-1.0.0,*const uint>adt,warn,    --> src/mruby.rs:1072:40
5257,mrusty-1.0.0,adt>*const uint,warn,    --> src/mruby.rs:1696:34
5258,mrusty-1.0.0,*const uint>*const [*const uint],warn,    --> src/mruby.rs:1731:29
5259,mrusty-1.0.0,*const uint>&uint,warn,    --> src/mruby.rs:1734:33
5260,mrusty-1.0.0,*const uint>&int,warn,    --> src/mruby.rs:1735:34
5261,mrusty-1.0.0,*const uint>*const adt,warn,    --> src/mruby.rs:1736:44
5262,mrusty-1.0.0,&adt>*const uint,warn,    --> src/mruby.rs:1754:40
5263,mrusty-1.0.0,&uint>*const uint,warn,    --> src/mruby.rs:1755:38
5264,mrusty-1.0.0,&uint>*const uint,warn,    --> src/mruby.rs:1757:40
5265,mrusty-1.0.0,*const adt>*const uint,warn,    --> src/mruby.rs:1758:39
5266,mrusty-1.0.0,&[*const uint]>*const uint,warn,    --> src/mruby.rs:1761:39
5267,mrusty-1.0.0,*const uint>adt,warn,    --> src/mruby.rs:2200:38
5268,mrusty-1.0.0,adt>*const uint,warn,  --> src/mruby_ffi.rs:79:30
5269,mrusty-1.0.0,*const uint>adt,warn,   --> src/mruby_ffi.rs:153:42
5270,bit-matrix-0.6.1,adt>adt,warn,   --> src/matrix.rs:105:14
5271,bit-matrix-0.6.1,&adt>&adt,warn,   --> src/matrix.rs:106:14
5272,bit-matrix-0.6.1,adt>adt,warn,   --> src/matrix.rs:107:14
5273,bit-matrix-0.6.1,adt>adt,warn,   --> src/matrix.rs:119:14
5274,bit-matrix-0.6.1,&mut adt>&mut adt,warn,   --> src/matrix.rs:120:14
5275,bit-matrix-0.6.1,adt>adt,warn,   --> src/matrix.rs:121:14
5276,bit-matrix-0.6.1,&&[uint]>&adt,warn,   --> src/matrix.rs:163:13
5277,bit-matrix-0.6.1,&mut &[uint]>&mut adt,warn,   --> src/matrix.rs:176:13
5278,bit-matrix-0.6.1,&&[uint]>&adt,warn,  --> src/row.rs:21:13
5279,bit-matrix-0.6.1,&mut &[uint]>&mut adt,warn,  --> src/row.rs:29:13
5280,bit-matrix-0.6.1,&&[uint]>&adt,warn,  --> src/submatrix.rs:49:22
5281,bit-matrix-0.6.1,adt>adt,warn,   --> src/submatrix.rs:127:14
5282,bit-matrix-0.6.1,&adt>&adt,warn,   --> src/submatrix.rs:128:14
5283,bit-matrix-0.6.1,adt>adt,warn,   --> src/submatrix.rs:129:14
5284,bit-matrix-0.6.1,adt>adt,warn,   --> src/submatrix.rs:141:14
5285,bit-matrix-0.6.1,&mut adt>&mut adt,warn,   --> src/submatrix.rs:142:14
5286,bit-matrix-0.6.1,adt>adt,warn,   --> src/submatrix.rs:143:14
5287,bit-matrix-0.6.1,&mut &[uint]>&mut adt,warn,   --> src/submatrix.rs:175:22
5288,bit-matrix-0.6.1,&&[uint]>&adt,warn,   --> src/submatrix.rs:190:13
5289,bit-matrix-0.6.1,&mut &[uint]>&mut adt,warn,   --> src/submatrix.rs:203:13
5290,bit-matrix-0.6.1,&&[uint]>&adt,warn,   --> src/submatrix.rs:218:13
5291,difftastic-0.47.0,&[uint]>&[uint],warn,   --> src/options.rs:147:32
5292,difftastic-0.47.0,&[uint]>&[uint],warn,   --> src/options.rs:244:32
5293,difftastic-0.47.0,&[uint]>&[uint],warn,   --> src/options.rs:254:32
5294,difftastic-0.47.0,&[uint]>&[uint],warn,   --> src/options.rs:264:32
5295,sdl2_gfx-0.24.0,tuple>uint,safe,   --> src/sdl2_gfx/primitives.rs:186:18
5296,sdl2_gfx-0.24.0,tuple>uint,safe,   --> src/sdl2_gfx/primitives.rs:212:18
5297,sdl2_gfx-0.24.0,uint>tuple,warn,   --> src/sdl2_gfx/primitives.rs:219:18
5298,sdl2_gfx-0.24.0,uint>tuple,warn,   --> src/sdl2_gfx/primitives.rs:232:18
5299,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:119:47
5300,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:120:47
5301,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:121:47
5302,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:132:48
5303,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:133:48
5304,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:134:48
5305,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:145:47
5306,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:146:47
5307,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:147:47
5308,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:158:51
5309,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:159:51
5310,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:160:51
5311,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:171:48
5312,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:172:48
5313,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:173:48
5314,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:184:51
5315,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:185:51
5316,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:186:51
5317,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:197:54
5318,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:198:54
5319,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:199:54
5320,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:210:54
5321,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:211:54
5322,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:212:54
5323,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:223:50
5324,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:224:50
5325,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:225:50
5326,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:236:49
5327,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:237:49
5328,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:238:49
5329,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:249:47
5330,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:250:47
5331,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:251:47
5332,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:261:55
5333,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:262:55
5334,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:272:51
5335,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:273:51
5336,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:283:51
5337,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:284:51
5338,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:294:57
5339,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:295:57
5340,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:305:51
5341,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:306:51
5342,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:316:51
5343,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:317:51
5344,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:327:54
5345,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:328:54
5346,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:338:58
5347,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:339:58
5348,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:349:54
5349,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:350:54
5350,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:360:67
5351,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:361:67
5352,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:371:57
5353,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:372:57
5354,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:382:57
5355,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:383:57
5356,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:393:53
5357,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:394:53
5358,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:404:66
5359,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:405:66
5360,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:415:55
5361,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:416:55
5362,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:426:59
5363,sdl2_gfx-0.24.0,adt>*mut uint,warn,   --> src/sdl2_gfx/imagefilter.rs:427:59
5364,ssh-0.1.4,int>adt,warn,   --> src/lib.rs:325:31
5365,ssh-0.1.4,&mut *mut uint>*mut *mut uint,warn,   --> src/lib.rs:340:46
5366,ssh-0.1.4,&mut *mut uint>*mut *mut uint,warn,   --> src/lib.rs:346:39
5367,ssh-0.1.4,&mut *mut uint>*mut *mut uint,warn,   --> src/lib.rs:351:39
5368,ssh-0.1.4,int>adt,warn,   --> src/lib.rs:643:20
5369,substrate-wasmtime-0.19.0,*const adt>fnptr,warn,   --> src/func.rs:191:33
5370,substrate-wasmtime-0.19.0,*const adt>fnptr,warn,   --> src/func.rs:191:33
5371,substrate-wasmtime-0.19.0,*const adt>fnptr,warn,    --> src/func.rs:1620:31
5372,substrate-wasmtime-0.19.0,*const adt>fnptr,warn,   --> src/instance.rs:97:17
5373,rusqlite-0.29.0,*mut adt>fnptr,warn,  --> src/busy.rs:60:47
5374,simdeez-2.0.0-dev3,adt>[int],warn,  --> src/ops/i8.rs:46:28
5375,simdeez-2.0.0-dev3,adt>[int],warn,  --> src/ops/i8.rs:47:24
5376,simdeez-2.0.0-dev3,[int]>adt,safe,  --> src/ops/i8.rs:51:13
5377,simdeez-2.0.0-dev3,adt>[int],warn,  --> src/ops/i8.rs:54:28
5378,simdeez-2.0.0-dev3,adt>[int],warn,  --> src/ops/i8.rs:55:24
5379,simdeez-2.0.0-dev3,[int]>adt,safe,  --> src/ops/i8.rs:59:13
5380,simdeez-2.0.0-dev3,adt>[int],warn,  --> src/ops/i8.rs:62:28
5381,simdeez-2.0.0-dev3,adt>[int],warn,  --> src/ops/i8.rs:63:24
5382,simdeez-2.0.0-dev3,[int]>adt,safe,  --> src/ops/i8.rs:67:13
5383,simdeez-2.0.0-dev3,adt>[int],warn,   --> src/ops/i8.rs:446:23
5384,simdeez-2.0.0-dev3,[int]>adt,safe,   --> src/ops/i8.rs:467:14
5385,simdeez-2.0.0-dev3,[int]>adt,safe,   --> src/ops/i8.rs:467:39
5386,simdeez-2.0.0-dev3,adt>[int],warn,   --> src/ops/i8.rs:493:23
5387,simdeez-2.0.0-dev3,[int]>adt,safe,   --> src/ops/i8.rs:514:14
5388,simdeez-2.0.0-dev3,[int]>adt,safe,   --> src/ops/i8.rs:514:39
5389,simdeez-2.0.0-dev3,adt>[int],warn,   --> src/ops/i16.rs:405:23
5390,simdeez-2.0.0-dev3,[int]>adt,safe,   --> src/ops/i16.rs:418:14
5391,simdeez-2.0.0-dev3,[int]>adt,safe,   --> src/ops/i16.rs:418:39
5392,simdeez-2.0.0-dev3,adt>[int],warn,   --> src/ops/i16.rs:444:23
5393,simdeez-2.0.0-dev3,[int]>adt,safe,   --> src/ops/i16.rs:457:14
5394,simdeez-2.0.0-dev3,[int]>adt,safe,   --> src/ops/i16.rs:457:39
5395,simdeez-2.0.0-dev3,adt>[int],warn,  --> src/ops/i32.rs:52:25
5396,simdeez-2.0.0-dev3,adt>[int],warn,  --> src/ops/i32.rs:53:25
5397,simdeez-2.0.0-dev3,[int]>adt,safe,  --> src/ops/i32.rs:60:13
5398,simdeez-2.0.0-dev3,adt>[int],warn,   --> src/ops/i32.rs:453:23
5399,simdeez-2.0.0-dev3,[int]>adt,safe,   --> src/ops/i32.rs:456:14
5400,simdeez-2.0.0-dev3,[int]>adt,safe,   --> src/ops/i32.rs:456:39
5401,simdeez-2.0.0-dev3,adt>[int],warn,   --> src/ops/i32.rs:480:23
5402,simdeez-2.0.0-dev3,[int]>adt,safe,   --> src/ops/i32.rs:483:14
5403,simdeez-2.0.0-dev3,[int]>adt,safe,   --> src/ops/i32.rs:483:39
5404,simdeez-2.0.0-dev3,adt>[int],warn,  --> src/ops/i64.rs:46:25
5405,simdeez-2.0.0-dev3,adt>[int],warn,  --> src/ops/i64.rs:47:25
5406,simdeez-2.0.0-dev3,[int]>adt,safe,  --> src/ops/i64.rs:54:13
5407,simdeez-2.0.0-dev3,adt>[int],warn,  --> src/ops/i64.rs:57:25
5408,simdeez-2.0.0-dev3,adt>[int],warn,  --> src/ops/i64.rs:58:25
5409,simdeez-2.0.0-dev3,[int]>adt,safe,  --> src/ops/i64.rs:63:13
5410,simdeez-2.0.0-dev3,adt>[int],warn,  --> src/ops/i64.rs:66:25
5411,simdeez-2.0.0-dev3,adt>[int],warn,  --> src/ops/i64.rs:67:25
5412,simdeez-2.0.0-dev3,[int]>adt,safe,  --> src/ops/i64.rs:72:13
5413,simdeez-2.0.0-dev3,adt>[int],warn,   --> src/ops/i64.rs:433:23
5414,simdeez-2.0.0-dev3,[float]>adt,safe,   --> src/ops/i64.rs:440:13
5415,simdeez-2.0.0-dev3,adt>[int],warn,   --> src/ops/i64.rs:443:23
5416,simdeez-2.0.0-dev3,[float]>adt,safe,   --> src/ops/i64.rs:448:13
5417,simdeez-2.0.0-dev3,adt>[int],warn,   --> src/ops/i64.rs:451:23
