crate,conv,warn/safe,src
abomonation-0.7.3,&uint>&param,warn,   --> src/abomonated.rs:124:35
abomonation-0.7.3,&param>*const uint,warn,  --> src/lib.rs:75:44
abomonation-0.7.3,&mut uint>&mut param,warn,   --> src/lib.rs:127:30
abomonation-0.7.3,*const uint>*mut uint,warn,   --> src/lib.rs:455:58
abomonation-0.7.3,&param>*const uint,warn,   --> src/lib.rs:501:52
abomonation-0.7.3,*mut param>struct,warn,   --> src/lib.rs:511:35
json-syntax-0.9.4,&mut adt>&mut adt,warn,   --> src/object.rs:788:13
json-syntax-0.9.4,&mut adt>&mut adt,warn,   --> src/object.rs:797:21
json-syntax-0.9.4,&param>&adt,warn,  --> src/unordered.rs:17:12
ra_ap_profile-0.0.149,uint>fnptr,warn,  --> src/memory_usage.rs:84:59
chinese-number-0.7.2,uint>adt,warn, --> src/chinese_characters.rs:3:45
chinese-number-0.7.2,uint>adt,warn,  --> src/chinese_characters.rs:99:62
chinese-number-0.7.2,uint>adt,warn,   --> src/chinese_characters.rs:207:45
chinese-number-0.7.2,int>adt,warn, --> src/chinese_count_method.rs:2:51
pelite-0.10.0,&&[uint]>&struct,warn,  --> src/util/c_str.rs:49:3
pelite-0.10.0,&&[uint]>&struct,warn,  --> src/util/wide_str.rs:43:3
pelite-0.10.0,&&[struct]>&struct,warn,  --> src/wrap/sections.rs:74:12
pelite-0.10.0,&struct>&&[struct],warn,  --> src/wrap/sections.rs:84:12
ecdh-0.0.12,uint>enum,warn,     --> src/bindings_ecdh.rs:10033:12
tree-sitter-graph-0.10.1,adt>adt,warn,   --> src/parse_error.rs:273:29
tree-sitter-graph-0.10.1,adt>adt,warn,   --> src/parse_error.rs:326:30
adi-0.13.0-pre2,*mut struct>&mut struct,warn,   --> src/screen/ffi/render/vulkan/renderer/mod.rs:660:27
adi-0.13.0-pre2,*mut struct>&mut struct,warn,   --> src/screen/ffi/render/vulkan/renderer/mod.rs:675:27
adi-0.13.0-pre2,*mut struct>&mut struct,warn,   --> src/screen/ffi/render/vulkan/renderer/mod.rs:917:34
adi-0.13.0-pre2,*mut struct>&mut struct,warn,   --> src/screen/ffi/render/vulkan/renderer/mod.rs:919:22
adi-0.13.0-pre2,*mut struct>&mut struct,warn,   --> src/screen/ffi/render/vulkan/renderer/mod.rs:925:26
adi-0.13.0-pre2,*mut struct>&mut struct,warn,   --> src/screen/ffi/render/vulkan/renderer/mod.rs:927:22
adi-0.13.0-pre2,*mut struct>&mut struct,warn,   --> src/screen/ffi/render/vulkan/renderer/mod.rs:975:34
adi-0.13.0-pre2,*mut struct>&mut struct,warn,   --> src/screen/ffi/render/vulkan/renderer/mod.rs:977:22
adi-0.13.0-pre2,*mut struct>&mut struct,warn,   --> src/screen/ffi/render/vulkan/renderer/mod.rs:983:26
adi-0.13.0-pre2,*mut struct>&mut struct,warn,   --> src/screen/ffi/render/vulkan/renderer/mod.rs:985:22
adi-0.13.0-pre2,*mut struct>&mut struct,warn,    --> src/screen/ffi/render/vulkan/renderer/mod.rs:1034:34
adi-0.13.0-pre2,*mut struct>&mut struct,warn,    --> src/screen/ffi/render/vulkan/renderer/mod.rs:1036:22
adi-0.13.0-pre2,*mut struct>&mut struct,warn,    --> src/screen/ffi/render/vulkan/renderer/mod.rs:1042:26
adi-0.13.0-pre2,*mut struct>&mut struct,warn,    --> src/screen/ffi/render/vulkan/renderer/mod.rs:1044:22
adi-0.13.0-pre2,*mut struct>&mut struct,warn,    --> src/screen/ffi/render/vulkan/renderer/mod.rs:1098:30
adi-0.13.0-pre2,*mut struct>&mut struct,warn,    --> src/screen/ffi/render/vulkan/renderer/mod.rs:1100:18
adi-0.13.0-pre2,*mut struct>&mut struct,warn,    --> src/screen/ffi/render/vulkan/renderer/mod.rs:1158:34
adi-0.13.0-pre2,*mut struct>&mut struct,warn,    --> src/screen/ffi/render/vulkan/renderer/mod.rs:1160:22
adi-0.13.0-pre2,*mut struct>&mut struct,warn,    --> src/screen/ffi/render/vulkan/renderer/mod.rs:1166:26
adi-0.13.0-pre2,*mut struct>&mut struct,warn,    --> src/screen/ffi/render/vulkan/renderer/mod.rs:1168:22
adi-0.13.0-pre2,*mut struct>&mut struct,warn,    --> src/screen/ffi/render/vulkan/renderer/mod.rs:1227:34
adi-0.13.0-pre2,*mut struct>&mut struct,warn,    --> src/screen/ffi/render/vulkan/renderer/mod.rs:1229:22
adi-0.13.0-pre2,*mut struct>&mut struct,warn,    --> src/screen/ffi/render/vulkan/renderer/mod.rs:1235:26
adi-0.13.0-pre2,*mut struct>&mut struct,warn,    --> src/screen/ffi/render/vulkan/renderer/mod.rs:1237:22
adi-0.13.0-pre2,*mut struct>&mut struct,warn,    --> src/screen/ffi/render/vulkan/renderer/mod.rs:1263:27
adi-0.13.0-pre2,*mut struct>&mut struct,warn,    --> src/screen/ffi/render/vulkan/renderer/mod.rs:1268:30
adi-0.13.0-pre2,*mut struct>&mut struct,warn,    --> src/screen/ffi/render/vulkan/renderer/mod.rs:1278:27
adi-0.13.0-pre2,*mut struct>&mut struct,warn,    --> src/screen/ffi/render/vulkan/renderer/mod.rs:1282:30
adi-0.13.0-pre2,uint>*mut enum,warn,   --> src/screen/ffi/render/opengl/mod.rs:160:17
adi-0.13.0-pre2,*mut struct>&mut struct,warn,   --> src/screen/ffi/render/opengl/mod.rs:260:14
adi-0.13.0-pre2,*const enum>*const uint,warn,   --> src/screen/ffi/render/opengl/mod.rs:406:31
adi-0.13.0-pre2,*const enum>*const uint,warn,   --> src/screen/ffi/render/opengl/mod.rs:447:31
adi-0.13.0-pre2,*const enum>*const uint,warn,   --> src/screen/ffi/render/opengl/mod.rs:489:31
adi-0.13.0-pre2,*const enum>*const uint,warn,   --> src/screen/ffi/render/opengl/mod.rs:531:31
adi-0.13.0-pre2,*const enum>*const uint,warn,   --> src/screen/ffi/render/opengl/mod.rs:568:31
adi-0.13.0-pre2,*const enum>*const uint,warn,   --> src/screen/ffi/render/opengl/mod.rs:619:31
adi-0.13.0-pre2,int>uint,warn,   --> src/screen/ffi/linux.rs:245:39
adi-0.13.0-pre2,enum>&mut struct,warn,  --> src/shared/alsa/mod.rs:43:14
rafx-assets-0.0.14,adt>adt,warn,   --> src/distill_impl/asset_storage.rs:214:13
rafx-assets-0.0.14,adt>adt,warn,   --> src/distill_impl/asset_storage.rs:249:13
gdnative-core-0.11.3,*const adt>*const adt,warn,   --> src/core_types/geom/aabb.rs:322:18
gdnative-core-0.11.3,adt>adt,safe,   --> src/core_types/geom/aabb.rs:328:18
gdnative-core-0.11.3,*const adt>*const adt,warn,   --> src/core_types/geom/basis.rs:639:18
gdnative-core-0.11.3,adt>adt,safe,   --> src/core_types/geom/basis.rs:645:18
gdnative-core-0.11.3,*const adt>*const adt,warn,   --> src/core_types/geom/plane.rs:232:18
gdnative-core-0.11.3,adt>adt,safe,   --> src/core_types/geom/plane.rs:238:18
gdnative-core-0.11.3,*const adt>*const adt,warn,   --> src/core_types/geom/transform.rs:288:13
gdnative-core-0.11.3,adt>adt,safe,   --> src/core_types/geom/transform.rs:295:18
gdnative-core-0.11.3,adt>adt,safe,   --> src/core_types/geom/transform2d.rs:271:18
gdnative-core-0.11.3,&adt>&adt,warn,   --> src/core_types/color.rs:284:18
gdnative-core-0.11.3,adt>adt,warn,   --> src/core_types/color.rs:290:18
gdnative-core-0.11.3,adt>adt,safe,   --> src/core_types/color.rs:296:18
gdnative-core-0.11.3,uint>adt,warn,  --> src/core_types/error.rs:75:13
gdnative-core-0.11.3,adt>uint,safe,  --> src/core_types/rid.rs:64:13
gdnative-core-0.11.3,uint>adt,warn,   --> src/core_types/variant.rs:173:18
gdnative-core-0.11.3,uint>adt,warn,   --> src/core_types/variant.rs:214:26
gdnative-core-0.11.3,uint>adt,warn,   --> src/core_types/variant.rs:295:18
gdnative-core-0.11.3,adt>adt,safe,   --> src/core_types/variant.rs:37:21
gdnative-core-0.11.3,float>float,warn,   --> src/core_types/variant.rs:37:21
gdnative-core-0.11.3,int>int,warn,   --> src/core_types/variant.rs:37:21
gdnative-core-0.11.3,uint>uint,warn,   --> src/core_types/variant.rs:37:21
gdnative-core-0.11.3,bool>bool,warn,   --> src/core_types/variant.rs:37:21
gdnative-core-0.11.3,&adt>*const adt,warn,    --> src/core_types/variant.rs:1245:48
gdnative-core-0.11.3,adt>adt,safe,    --> src/core_types/variant.rs:1326:38
gdnative-core-0.11.3,adt>adt,warn,   --> src/core_types/vector2.rs:317:18
gdnative-core-0.11.3,adt>adt,safe,   --> src/core_types/vector2.rs:333:18
gdnative-core-0.11.3,adt>adt,warn,   --> src/core_types/vector3.rs:382:18
gdnative-core-0.11.3,adt>adt,safe,   --> src/core_types/vector3.rs:398:18
gdnative-core-0.11.3,&&[*mut adt]>&&[&adt],warn,   --> src/export/method.rs:327:20
zmq-0.10.0,&&[uint]>&&[uint],warn,   --> src/lib.rs:311:36
graphlib-0.6.3,*const adt>&adt,warn,  --> src/iterators/owning_iterator.rs:62:34
ndarray-image-0.3.0,&&[param]>&&[param],warn,   --> src/lib.rs:177:39
ndarray-image-0.3.0,*const &[param]>&mut &[param],warn,   --> src/lib.rs:194:22
ndarray-image-0.3.0,&&[param]>&&[param],warn,   --> src/lib.rs:211:39
ndarray-image-0.3.0,*const &[param]>&mut &[param],warn,   --> src/lib.rs:234:22
k8-client-10.0.1,&adt>&adt,warn,   --> src/client/list_stream.rs:107:22
bpfjit-0.1.1,fnptr>*mut enum,warn,  --> src/lib.rs:45:23
bpfjit-0.1.1,fnptr>*const enum,warn,  --> src/lib.rs:58:38
bpfjit-0.1.1,*mut enum>fnptr,warn,  --> src/lib.rs:63:28
parquet-40.0.0,adt>[uint],warn,  --> src/bloom_filter/mod.rs:84:18
parallel-0.11.3,&str>&str,warn,  --> src/main.rs:43:20
parallel-0.11.3,&&[adt]>&&[adt],warn,  --> src/main.rs:50:60
bracket-0.11.0,struct>struct,warn,  --> src/template.rs:19:1
substrate-wasmtime-jit-0.16.0-threadsafe.4,*const adt>fnptr,warn,   --> src/compiler.rs:385:18
parry3d-0.13.4,&[struct]>&struct,warn,  --> src/shape/segment.rs:63:18
parry3d-0.13.4,&[struct]>&struct,warn,   --> src/shape/triangle.rs:130:18
parry3d-0.13.4,&struct>&[struct],warn,   --> src/shape/triangle.rs:136:18
parry3d-0.13.4,&[struct]>&struct,warn,   --> src/shape/tetrahedron.rs:115:18
parry3d-0.13.4,&struct>*const uint,warn,  --> src/utils/as_bytes.rs:19:43
parry3d-0.13.4,&struct>&tuple,warn,  --> src/utils/sorted_pair.rs:30:18
ore-rs-0.7.0,uint>int,warn,  --> src/convert.rs:38:38
ore-rs-0.7.0,int>uint,warn,  --> src/convert.rs:39:38
serde-hex-0.1.0,uint>[uint],warn,   --> src/macros/local.rs:20:52
serde-hex-0.1.0,[uint]>uint,warn,   --> src/macros/local.rs:32:51
serde-hex-0.1.0,[uint]>uint,safe,   --> src/macros/local.rs:32:51
autd3-core-9.0.1,adt>adt,warn,  --> src/geometry/builder.rs:42:18
autd3-core-9.0.1,adt>adt,warn,  --> src/geometry/builder.rs:46:18
autd3-core-9.0.1,adt>adt,warn,  --> src/geometry/builder.rs:64:18
autd3-core-9.0.1,adt>adt,warn,  --> src/geometry/builder.rs:68:18
autd3-core-9.0.1,adt>adt,warn,  --> src/geometry/builder.rs:78:18
autd3-core-9.0.1,adt>adt,warn,  --> src/geometry/builder.rs:82:18
xcb-1.2.1,uint>struct,warn,   --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:474:13
xcb-1.2.1,uint>struct,warn,   --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:715:13
xcb-1.2.1,enum>uint,warn,   --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:829:26
xcb-1.2.1,uint>enum,warn,   --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:864:13
xcb-1.2.1,uint>struct,warn,   --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:957:13
xcb-1.2.1,enum>uint,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:1069:26
xcb-1.2.1,enum>uint,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:1080:26
xcb-1.2.1,uint>enum,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:1102:13
xcb-1.2.1,uint>struct,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:1193:13
xcb-1.2.1,uint>enum,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:1203:13
xcb-1.2.1,enum>uint,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:1310:26
xcb-1.2.1,enum>uint,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:1313:14
xcb-1.2.1,uint>enum,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:1335:13
xcb-1.2.1,uint>enum,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:1363:13
xcb-1.2.1,enum>uint,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:2076:14
xcb-1.2.1,uint>enum,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:2114:13
xcb-1.2.1,enum>uint,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:3329:26
xcb-1.2.1,uint>enum,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:3360:13
xcb-1.2.1,uint>struct,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:3441:13
xcb-1.2.1,enum>uint,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:3825:14
xcb-1.2.1,uint>enum,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:3876:13
xcb-1.2.1,enum>uint,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:3976:14
xcb-1.2.1,uint>enum,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:4034:13
xcb-1.2.1,enum>uint,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:4598:14
xcb-1.2.1,uint>enum,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:4653:13
xcb-1.2.1,enum>uint,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:4918:26
xcb-1.2.1,uint>enum,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:4951:13
xcb-1.2.1,enum>uint,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:5692:26
xcb-1.2.1,uint>enum,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:5721:13
xcb-1.2.1,uint>struct,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:6099:13
xcb-1.2.1,uint>enum,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:6164:13
xcb-1.2.1,enum>uint,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:6328:26
xcb-1.2.1,uint>enum,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:7297:13
xcb-1.2.1,uint>enum,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:7306:13
xcb-1.2.1,enum>uint,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:7529:26
xcb-1.2.1,enum>uint,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:7530:26
xcb-1.2.1,uint>struct,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:8905:13
xcb-1.2.1,uint>enum,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:9134:13
xcb-1.2.1,enum>uint,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:9220:26
xcb-1.2.1,enum>uint,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:9637:41
xcb-1.2.1,enum>uint,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:9643:41
xcb-1.2.1,enum>uint,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:9649:41
xcb-1.2.1,uint>enum,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:9824:31
xcb-1.2.1,uint>enum,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:9833:31
xcb-1.2.1,uint>enum,warn,    --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:9842:33
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:10115:41
xcb-1.2.1,uint>enum,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:10226:30
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:10567:41
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:10597:41
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:10603:41
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:10609:41
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:10615:41
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:10621:41
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:10657:41
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:10700:41
xcb-1.2.1,uint>enum,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:10821:28
xcb-1.2.1,uint>enum,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:10866:30
xcb-1.2.1,uint>enum,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:10875:29
xcb-1.2.1,uint>enum,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:10884:30
xcb-1.2.1,uint>enum,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:10893:30
xcb-1.2.1,uint>enum,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:10902:29
xcb-1.2.1,uint>enum,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:10956:34
xcb-1.2.1,uint>enum,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:11019:28
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:11225:41
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:11237:41
xcb-1.2.1,uint>enum,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:11343:28
xcb-1.2.1,uint>enum,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:11361:36
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:11578:10
xcb-1.2.1,uint>enum,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:11704:13
xcb-1.2.1,uint>enum,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:11739:13
xcb-1.2.1,uint>enum,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:11749:13
xcb-1.2.1,uint>enum,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:11759:13
xcb-1.2.1,uint>enum,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:11798:13
xcb-1.2.1,uint>struct,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:11823:13
xcb-1.2.1,uint>struct,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:11833:13
xcb-1.2.1,uint>struct,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:11843:13
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:12139:10
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:12574:10
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:13625:10
xcb-1.2.1,uint>enum,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:14705:13
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:14896:10
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:14897:10
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:15077:10
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:15078:10
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:15081:10
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:15133:10
xcb-1.2.1,uint>enum,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:15243:13
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:15421:10
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:15422:10
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:15575:10
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:15576:10
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:15700:10
xcb-1.2.1,uint>struct,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:15932:13
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:16650:10
xcb-1.2.1,uint>enum,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:16707:13
xcb-1.2.1,uint>enum,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:17328:13
xcb-1.2.1,uint>enum,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:17583:13
xcb-1.2.1,uint>enum,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:18223:13
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:19158:10
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:19471:10
xcb-1.2.1,enum>uint,warn,     --> /home/RuMorph/crates/source/xcb-1.2.1/target/debug/build/xcb-da8429e5af13698d/out/xproto.rs:19568:10
