hash_hasher,2.0.3,Fraser999/Hash-Hasher.git
libp2p-deflate,0.39.0,libp2p/rust-libp2p
prometheus-client-derive-text-encode,0.3.0,prometheus/client_rust
rust_decimal_macros,1.29.1,paupino/rust-decimal
inplace_it,0.3.5,NotIntMan/inplace_it
arrow,40.0.0,apache/arrow-rs
kube-client,0.82.2,kube-rs/kube
objc_exception,0.1.2,http://github.com/SSheldon/rust-objc-exception
bls12_381,0.8.0,zkcrypto/bls12_381
tower-balance,0.3.0,tower-rs/tower
pwasm-utils,0.19.0,paritytech/wasm-utils
tower-ready-cache,0.3.1,tower-rs/tower
v_escape_derive,0.9.1,botika/v_escape
kuchiki,0.8.1,SimonSapin/kuchiki
roaring,0.10.1,RoaringBitmap/roaring-rs
num-cmp,0.1.0,lifthrasiir/num-cmp
rls-vfs,0.8.0,rust-lang/rls
sd-notify,0.4.1,lnicola/sd-notify
assert_fs,1.0.13,assert-rs/assert_fs.git
cvss,2.0.0,RustSec/rustsec/tree/main/cvss
memfd,0.6.3,lucab/memfd-rs
parity-multiaddr,0.11.2,none
lru_time_cache,0.11.11,maidsafe/lru_time_cache
quinn-udp,0.4.0,quinn-rs/quinn
ct-codecs,1.1.1,jedisct1/rust-ct-codecs
tracing-bunyan-formatter,0.3.7,LukeMathWalker/tracing-bunyan-formatter
spirv,0.2.0+1.5.4,gfx-rs/rspirv
target-spec,1.4.0,guppy-rs/guppy
arboard,3.2.0,1Password/arboard
servo-fontconfig-sys,5.1.0,servo/libfontconfig/
levenshtein,1.0.5,wooorm/levenshtein-rs
notify-rust,4.8.0,hoodie/notify-rust
take,0.1.0,carllerche/take
rustler_sys,2.2.1,rusterlium/rustler
futures-channel-preview,0.3.0-alpha.19,rust-lang-nursery/futures-rs
futures-util-preview,0.3.0-alpha.19,rust-lang-nursery/futures-rs
glutin_glx_sys,0.4.0,rust-windowing/glutin
swc_atoms,0.5.6,swc-project/swc.git
websocket,0.26.5,websockets-rs/rust-websocket
bitpacking,0.8.4,none
tokio-proto,0.1.1,tokio-rs/tokio-proto
secret-service,3.0.1,hwchen/secret-service-rs.git
envmnt,0.10.4,sagiegurari/envmnt.git
glyph_brush_layout,0.2.3,alexheretic/glyph-brush
rustc-ap-syntax,645.0.0,rust-lang/rust
pbr,1.1.1,a8m/pb
expat-sys,2.1.6,servo/libexpat/
cortex-m-rt,0.7.3,rust-embedded/cortex-m
serialport,4.2.1,serialport/serialport-rs
proc-macro-hack-impl,0.4.3,dtolnay/proc-macro-hack
frame-metadata,15.1.0,paritytech/frame-metadata/
hmac-sha512,1.1.4,jedisct1/rust-hmac-sha512
again,0.1.2,softprops/again
tonic-reflection,0.9.2,hyperium/tonic
aws-smithy-checksums,0.55.3,awslabs/smithy-rs
rustc-ap-syntax_pos,634.0.0,rust-lang/rust
ark-std,0.4.0,arkworks-rs/std
libp2p-pnet,0.22.3,libp2p/rust-libp2p
jsonrpc-ws-server,18.0.0,paritytech/jsonrpc
numpy,0.18.0,PyO3/rust-numpy
variant_count,1.1.0,XX/variant_count
http-serde,1.1.2,https://gitlab.com/kornelski/http-serde
fs-set-times,0.19.1,bytecodealliance/fs-set-times
if_rust_version,1.0.0,ogoffart/if_rust_version
kube-runtime,0.82.2,kube-rs/kube
svg_fmt,0.4.1,nical/rust_debug
lambda_runtime_api_client,0.8.0,awslabs/aws-lambda-rust-runtime
termize,0.1.1,JohnTitor/termize
ss58-registry,1.40.0,paritytech/ss58-registry/
aes-ctr,0.99.99,RustCrypto/block-ciphers/tree/master/aes
riscv,0.10.1,rust-embedded/riscv
coarsetime,0.1.23,jedisct1/rust-coarsetime
sqlparser,0.34.0,sqlparser-rs/sqlparser-rs
ws,0.9.2,housleyjk/ws-rs
servo-fontconfig,0.5.1,servo/rust-fontconfig/
fs-swap,0.2.6,none
cargo-audit,0.17.6,RustSec/rustsec/tree/main/cargo-audit
rustc-ap-arena,662.0.0,rust-lang/rust
opentelemetry-datadog,0.7.0,open-telemetry/opentelemetry-rust/tree/main/opentelemetry-datadog
relay,0.1.1,seanmonstar/relay
lyon_path,1.0.3,nical/lyon
wasm-bindgen-webidl,0.2.75,rustwasm/wasm-bindgen/tree/master/crates/webidl
reqwest-middleware,0.2.2,TrueLayer/reqwest-middleware
amq-protocol,7.1.2,amqp-rs/amq-protocol
wild,2.1.0,https://gitlab.com/kornelski/wild
jsonrpsee-client-transport,0.18.2,paritytech/jsonrpsee
amq-protocol-types,7.1.2,amqp-rs/amq-protocol
rusoto_kms,0.48.0,rusoto/rusoto
heapsize,0.4.2,servo/heapsize
async-tls,0.12.0,async-std/async-tls
ark-serialize,0.4.2,arkworks-rs/algebra
ark-ff-asm,0.4.2,arkworks-rs/algebra
ark-ff-macros,0.4.2,arkworks-rs/algebra
content_inspector,0.2.4,sharkdp/content_inspector
task-local-extensions,0.1.4,TrueLayer/task-local-extensions
connection-string,0.2.0,prisma/connection-string
metal,0.25.0,gfx-rs/metal-rs
xmltree,0.10.3,eminence/xmltree-rs
lettre,0.10.4,lettre/lettre
test-log,0.2.11,d-e-s-o/test-log.git
cargo2junit,0.1.13,johnterickson/cargo2junit
ndk-macro,0.3.0,rust-windowing/android-ndk-rs
advapi32-sys,0.2.0,retep998/winapi-rs
sequence_trie,0.3.6,michaelsproul/rust_sequence_trie
hound,3.5.0,ruuda/hound
static_init,1.0.3,https://gitlab.com/okannen/static_init
freetype,0.7.0,servo/rust-freetype
bollard,0.14.0,fussybeaver/bollard
static_init_macro,1.0.2,https://gitlab.com/okannen/static_init
array_tool,1.0.3,danielpclark/array_tool
abscissa_core,0.7.0,iqlusioninc/abscissa/tree/main/core/
yansi-term,0.1.2,botika/yansi-term
cargo-util,0.2.3,rust-lang/cargo
bcs,0.1.5,zefchain/bcs
macro-utils,0.1.3,GuillaumeGomez/macro_utils
maxminddb,0.23.0,oschwald/maxminddb-rust
atk,0.17.1,gtk-rs/gtk3-rs
uninit,0.5.1,danielhenrymantilla/rust-uninit
abscissa_derive,0.7.0,iqlusioninc/abscissa/tree/main/abscissa_derive
nom-supreme,0.8.0,Lucretiel/nom-supreme
intl_pluralrules,7.0.2,zbraniecki/pluralrules
xshell-macros,0.2.3,matklad/xshell
xshell,0.2.3,matklad/xshell
ark-ff,0.4.2,arkworks-rs/algebra
candid,0.9.0-beta.4,dfinity/candid
minidom,0.15.2,https://gitlab.com/xmpp-rs/xmpp-rs
wasmer-artifact,2.3.0,wasmerio/wasmer
embed-resource,2.1.1,nabijaczleweli/rust-embed-resource
wasmer-engine-universal-artifact,2.3.0,wasmerio/wasmer
gzip-header,1.0.0,oyvindln/gzip-header
walrus-macro,0.19.0,rustwasm/walrus/tree/crates/macro
unic-langid-impl,0.9.1,zbraniecki/unic-locale
nanoid,0.4.0,nikolay-govorov/nanoid.git
honggfuzz,0.5.55,rust-fuzz/honggfuzz-rs
unic-langid,0.9.1,zbraniecki/unic-locale
cortex-m-rt-macros,0.7.0,rust-embedded/cortex-m-rt
walrus,0.19.0,rustwasm/walrus
parquet,40.0.0,apache/arrow-rs
packed_simd_2,0.3.8,rust-lang/packed_simd
signal-hook-tokio,0.3.1,vorner/signal-hook
wayland-egl,0.30.0,smithay/wayland-rs
page_size,0.5.0,Elzair/page_size_rs
fluent-syntax,0.11.0,projectfluent/fluent-rs
riscv-target,0.1.2,ilya-epifanov/riscv-target
parity-ws,0.11.1,paritytech/ws-rs
file_diff,1.0.0,ethanpailes/file_diff-rs
gloo-utils,0.1.6,rustwasm/gloo/tree/master/crates/utils
minicbor,0.19.1,https://gitlab.com/twittner/minicbor
unicode-security,0.1.0,unicode-rs/unicode-security
parquet-format,4.0.0,sunchao/parquet-format-rs
tiberius,0.12.2,prisma/tiberius
cstr_core,0.2.6,Amanieu/cstr_core
vmm-sys-util,0.11.1,rust-vmm/vmm-sys-util
iron,0.6.1,iron/iron
capnpc,0.17.1,capnproto/capnproto-rust
fluent-bundle,0.15.2,projectfluent/fluent-rs
rustyline-derive,0.8.0,kkawakam/rustyline
cgl,0.3.2,servo/cgl-rs
cslice,0.3.0,dherman/cslice
guppy,0.15.2,guppy-rs/guppy
type-map,0.5.0,kardeiz/type-map
filedescriptor,0.8.2,wez/wezterm
wee_alloc,0.4.5,rustwasm/wee_alloc
guillotiere,0.6.2,nical/guillotiere
chashmap,2.2.2,https://gitlab.redox-os.org/redox-os/chashmap
bb8,0.8.0,djc/bb8
rlp-derive,0.1.0,none
mktemp,0.5.0,samgiles/rs-mktemp
rouille,3.6.2,tomaka/rouille
mysql_async,0.32.2,blackbeam/mysql_async
bcrypt,0.14.0,Keats/rust-bcrypt
protobuf-parse,3.2.0,stepancheg/rust-protobuf/tree/master/protobuf-parse/
async-rwlock,1.3.0,stjepang/async-lock
cstr,0.2.11,upsuper/cstr
gstreamer,0.20.5,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs
slice-deque,0.3.0,gnzlbg/slice_deque
candid_derive,0.6.1,dfinity/candid
kube-derive,0.82.2,kube-rs/kube
nested,0.1.1,tafia/nested
postcard,1.0.4,jamesmunns/postcard
sdl2,0.35.2,Rust-SDL2/rust-sdl2
wasm-gc-api,0.1.11,alexcrichton/wasm-gc
base64-url,2.0.0,magiclen/base64-url
json-pointer,0.3.4,jmap-rs/json-pointer
rocket_contrib,0.4.11,SergioBenitez/Rocket
pollster,0.3.0,zesterer/pollster
listenfd,1.0.1,none
core-text,19.2.0,servo/core-foundation-rs
rustc-cfg,0.5.0,japaric/rustc-cfg
rusoto_ssm,0.48.0,rusoto/rusoto
cap-primitives,1.0.15,bytecodealliance/cap-std
proc-quote,0.4.0,Goncalerta/proc-quote
plugin,0.2.6,reem/rust-plugin
fake,2.6.1,cksac/fake-rs
substring,1.4.5,Anders429/substring
ark-ec,0.4.2,arkworks-rs/algebra
compare,0.1.0,contain-rs/compare
primal-check,0.3.3,huonw/primal
memmem,0.1.1,http://github.com/jneem/memmem
cascade,1.0.1,inquisitivepenguin/cascade
gfx-hal,0.9.0,gfx-rs/gfx
rls-analysis,0.18.3,rust-lang/rls
wio,0.2.2,retep998/wio-rs
cov-mark,2.0.0-pre.1,matklad/cov-mark
ndk-context,0.1.1,rust-windowing/android-ndk-rs
swc_ecma_parser,0.134.11,swc-project/swc.git
minicbor-derive,0.13.0,https://gitlab.com/twittner/minicbor
sys-locale,0.3.0,1Password/sys-locale
rusoto_ec2,0.48.0,rusoto/rusoto
grep-searcher,0.1.11,BurntSushi/ripgrep/tree/master/crates/searcher
glium,0.32.1,glium/glium
futures-locks,0.7.1,asomers/futures-locks
async-compat,0.2.1,smol-rs/async-compat
amq-protocol-tcp,7.1.2,amqp-rs/amq-protocol
amq-protocol-uri,7.1.2,amqp-rs/amq-protocol
sealed,0.5.0,jmg-duarte/sealed-rs
tiny-skia,0.10.0,RazrFalcon/tiny-skia
swc_common,0.31.11,swc-project/swc.git
wasmtime-debug,0.29.0,bytecodealliance/wasmtime
grep-matcher,0.1.6,BurntSushi/ripgrep/tree/master/crates/matcher
cargo-binutils,0.3.6,rust-embedded/cargo-binutils/
rust-s3,0.34.0-beta3,durch/rust-s3
futures-sink-preview,0.3.0-alpha.19,rust-lang-nursery/futures-rs
libtest-mimic,0.6.0,LukasKalbertodt/libtest-mimic
lazy_format,2.0.0,Lucretiel/lazy_format
ethnum,1.3.2,nlordell/ethnum-rs
muldiv,1.0.1,sdroege/rust-muldiv
weedle,0.12.0,rustwasm/weedle
tcp-stream,0.26.0,amqp-rs/tcp-stream
fluent-langneg,0.13.0,projectfluent/fluent-langneg-rs
swc_ecma_ast,0.104.4,swc-project/swc.git
sentry-anyhow,0.31.3,getsentry/sentry-rust
guppy-workspace-hack,0.1.0,facebookincubator/cargo-guppy
self_update,0.36.0,jaemk/self_update
no-std-net,0.6.0,dunmatt/no-std-net
safe-mix,1.0.1,paritytech/safe-mix
dlopen,0.1.8,szymonwieloch/rust-dlopen
gcd,2.3.0,frewsxcv/rust-gcd
dlopen_derive,0.1.4,none
toml-query,0.10.0,matthiasbeyer/toml-query
port_scanner,0.1.5,notkild/port_scanner-rs
lapin,2.2.1,amqp-rs/lapin
woothee,0.13.0,woothee/woothee-rust
smithay-clipboard,0.6.6,smithay/smithay-clipboard
tokio-named-pipes,0.1.0,nikvolf/tokio-named-pipes
uriparse,0.6.4,sgodwincs/uriparse-rs
ordslice,0.3.0,alkis/ordslice-rs
ord_subset,3.1.1,emerentius/ord_subset
core-video-sys,0.1.4,luozijun/rust-core-video-sys
portpicker,0.1.1,Dentosal/portpicker-rs
webrtc-util,0.7.0,webrtc-rs/util
msdos_time,0.1.6,mvdnes/msdos_time
pulldown-cmark-to-cmark,10.0.4,Byron/pulldown-cmark-to-cmark
tikv-jemalloc-ctl,0.5.0,tikv/jemallocator
line_drawing,1.0.0,expenses/line_drawing
bcrypt-pbkdf,0.10.0,RustCrypto/password-hashes/tree/master/bcrypt-pbkdf
femme,2.2.1,lrlna/femme
ed25519-compact,2.0.4,jedisct1/rust-ed25519-compact
perf-event,0.4.8,jimblandy/perf-event.git
font-kit,0.11.0,servo/font-kit
httpmock,0.6.7,alexliesenfeld/httpmock
stun,0.4.4,webrtc-rs/stun
tokio-trace-core,0.2.0,tokio-rs/tokio
rustc-ap-rustc_cratesio_shim,520.0.0,rust-lang/rust
liquid,0.26.2,cobalt-org/liquid-rust
wasmtime-profiling,0.29.0,bytecodealliance/wasmtime
blst,0.3.10,supranational/blst
sentry-tracing,0.31.3,getsentry/sentry-rust
volatile,0.4.6,rust-osdev/volatile
swc_macros_common,0.3.7,swc-project/swc.git
clipboard,0.5.0,aweinstock314/rust-clipboard
ic-types,0.7.0,dfinity/ic-types
dynasm,2.0.0,CensoredUsername/dynasm-rs
dynasmrt,2.0.0,CensoredUsername/dynasm-rs
ast_node,0.9.4,swc-project/swc.git
ark-serialize-derive,0.4.2,arkworks-rs/algebra
intl-memoizer,0.5.1,projectfluent/fluent-rs
bv,0.11.1,tov/bv-rs
serde_codegen_internals,0.14.2,serde-rs/serde
uritemplate-next,0.2.0,judemille/rust-uritemplate/
proc-quote-impl,0.3.2,Goncalerta/proc-quote
tower-test,0.4.0,tower-rs/tower
coreaudio-sys,0.2.12,RustAudio/coreaudio-sys.git
rustc-ap-rustc_macros,727.0.0,rust-lang/rust
rmpv,1.0.0,3Hren/msgpack-rust
robust,1.1.0,georust/robust
cidr-utils,0.5.10,magiclen/cidr-utils
string_enum,0.4.0,swc-project/swc.git
r2d2_sqlite,0.22.0,ivanceras/r2d2-sqlite
clippy,0.0.302,rust-lang-nursery/rust-clippy
brownstone,3.0.0,Lucretiel/brownstone
gfx-backend-empty,0.9.0,none
lscolors,0.14.0,sharkdp/lscolors
glib-2-0-sys,0.46.4,gi-rust/glib-sys.git
tracing-test-macro,0.2.4,dbrgn/tracing-test
nats,0.24.0,nats-io/nats.rs
stderrlog,0.5.4,cardoe/stderrlog-rs
signatory,0.27.0,iqlusioninc/crates/tree/main/signatory
tracing-test,0.2.4,dbrgn/tracing-test
d3d12,0.6.0,gfx-rs/d3d12-rs
curve25519-dalek-ng,4.1.1,zkcrypto/curve25519-dalek-ng
libp2p-relay,0.15.2,libp2p/rust-libp2p
subtle-ng,2.5.0,dalek-cryptography/subtle
ambient-authority,0.0.2,sunfishcode/ambient-authority
debug-ignore,1.0.5,sunshowers-code/debug-ignore
diesel-derive-enum,2.0.1,http://github.com/adwhit/diesel-derive-enum
allo-isolate,0.1.15,sunshine-protocol/allo-isolate
gltf,1.1.0,gltf-rs/gltf
from_variant,0.1.5,swc-project/swc.git
typed-headers,0.2.0,sfackler/typed-headers
simpl,0.1.0,durch/simplerr
async-object-pool,0.1.4,alexliesenfeld/async-object-pool
protobuf-support,3.2.0,stepancheg/rust-protobuf/
sdl2-sys,0.35.2,rust-sdl2/rust-sdl2
wasmtime-obj,0.29.0,bytecodealliance/wasmtime
futures-io-preview,0.3.0-alpha.19,rust-lang-nursery/futures-rs
geographiclib-rs,0.2.3,georust/geographiclib-rs
maybe-async,0.2.7,fMeow/maybe-async-rs
pretty-lint,0.1.1,tamasfe/pretty-lint
io-extras,0.17.5-pre.0,sunfishcode/io-extras
bloomfilter,1.0.9,jedisct1/rust-bloom-filter
pinky-swear,6.1.0,Keruspe/pinky-swear
byte-pool,0.2.4,dignifiedquire/byte-pool
feature-probe,0.1.1,tov/feature-probe-rs
x86_64,0.14.10,rust-osdev/x86_64
sasl2-sys,0.1.20+2.1.28,MaterializeInc/rust-sasl
swc_ecma_visit,0.90.4,swc-project/swc.git
password-rules-parser,1.0.3,1Password/password-rules-parser
gltf-derive,1.1.0,gltf-rs/gltf
deadpool-postgres,0.10.5,bikeshedder/deadpool
configparser,3.0.2,QEDK/configparser-rs
gltf-json,1.1.0,gltf-rs/gltf
salsa,0.17.0-pre.2,salsa-rs/salsa
locale_config,0.3.0,rust-locale/locale_config/
solana-sdk,1.15.2,solana-labs/solana
lazy-regex,2.5.0,Canop/lazy-regex
swc_visit_macros,0.5.7,swc-project/swc.git
mysql,24.0.0,blackbeam/rust-mysql-simple
basic-cookies,0.1.4,drjokepu/basic-cookies
tt-call,1.0.9,dtolnay/tt-call
flagset,0.4.3,enarx/flagset
float_next_after,1.0.0,https://gitlab.com/bronsonbdevost/next_afterf
gstreamer-sys,0.20.0,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs
palette,0.7.2,Ogeon/palette
lyon_tessellation,1.0.10,nical/lyon
anstyle-wincon,1.0.1,rust-cli/anstyle.git
hpack,0.3.0,mlalic/hpack-rs
env_proxy,0.4.1,inejge/env_proxy
boolinator,2.4.0,DanielKeep/rust-boolinator
swc_visit,0.5.6,swc-project/swc.git
futures-executor-preview,0.3.0-alpha.19,rust-lang-nursery/futures-rs
managed,0.8.0,m-labs/rust-managed.git
salsa-macros,0.17.0-pre.2,salsa-rs/salsa
sha2-asm,0.6.2,RustCrypto/asm-hashes
sourcefile,0.2.1,derekdreery/sourcefile-rs
decimal,2.1.0,alkis/decimal
solicit,0.4.4,mlalic/solicit
kurbo,0.9.5,linebender/kurbo
goauth,0.13.1,durch/rust-goauth
futures-preview,0.3.0-alpha.19,rust-lang-nursery/futures-rs
shellwords,1.1.0,jimmycuadra/rust-shellwords
rustfft,6.1.0,ejmahler/RustFFT
quest,0.3.0,quadrupleslap/quest
moka,0.11.0,moka-rs/moka
serde-transcode,1.1.1,sfackler/serde-transcode
duplicate,1.0.0,Emoun/duplicate
cvt,0.1.2,marmistrz/cvt
pyo3cls,0.12.5,pyo3/pyo3
lazy-regex-proc_macros,2.4.1,none
aligned,0.4.1,japaric/aligned
symlink,0.1.0,https://gitlab.com/chris-morgan/symlink
simd-adler32,0.3.5,mcountryman/simd-adler32
smpl_jwt,0.7.1,durch/rust-jwt
json_comments,0.2.1,tmccombs/json-comments-rs
rusoto_lambda,0.48.0,rusoto/rusoto
test-case-macros,3.1.0,frondeus/test-case
async-sse,5.1.0,http-rs/async-sse
nkeys,0.3.0,wasmcloud/nkeys
pyo3-derive-backend,0.12.5,pyo3/pyo3
mint,0.5.9,kvark/mint
gilrs,0.10.2,https://gitlab.com/gilrs-project/gilrs
rustc-ap-graphviz,662.0.0,rust-lang/rust
aws-region,0.25.3,durch/rust-s3
gfx-backend-vulkan,0.9.0,gfx-rs/gfx
aws-creds,0.35.0,durch/rust-s3
concolor-override,1.1.0,rust-cli/concolor
java-properties,2.0.0,adamcrume/java-properties
wasmtime-asm-macros,9.0.2,bytecodealliance/wasmtime
transpose,0.2.2,http://github.com/ejmahler/transpose
diffy,0.3.0,bmwill/diffy
user32-sys,0.2.0,retep998/winapi-rs
palette_derive,0.7.2,Ogeon/palette
ccm,0.5.0,RustCrypto/AEADs/tree/master/ccm
named-lock,0.3.0,oblique/named-lock
timer,0.2.0,none
hidapi,2.3.3,ruabmbua/hidapi-rs
lipsum,0.9.0,mgeisler/lipsum/
wasm-instrument,0.4.0,paritytech/wasm-instrument
webdriver,0.48.0,https://hg.mozilla.org/mozilla-central/file/tip/testing/webdriver
hexasphere,9.0.0,OptimisticPeach/hexasphere.git
parse_duration,2.1.1,zeta12ti/parse_duration/
argon2rs,0.2.5,bryant/argon2rs
opentelemetry-proto,0.2.0,open-telemetry/opentelemetry-rust/tree/main/opentelemetry-proto
is-match,0.1.0,matthiasbeyer/is-match
igd,0.12.1,sbstp/rust-igd
gl,0.14.0,brendanzab/gl-rs/
spl-token,3.5.0,solana-labs/solana-program-library
enum_kind,0.2.2,swc-project/swc.git
slog-atomic,3.1.0,slog-rs/atomic
ark-poly,0.4.2,arkworks-rs/algebra
sea-query,0.29.0-rc.2,SeaQL/sea-query
actix-web-httpauth,0.8.0,actix/actix-extras.git
gilrs-core,0.5.5,https://gitlab.com/gilrs-project/gilrs
duct_sh,0.13.6,oconnor663/duct.rs/tree/master/duct_sh
filesize,0.2.0,Freaky/rust-filesize
swc_eq_ignore_macros,0.1.1,swc-project/swc.git
term_grid,0.2.0,ogham/rust-term-grid
httptest,0.15.4,ggriffiniii/httptest
psutil,3.2.2,rust-psutil/rust-psutil
intmap,2.0.0,JesperAxelsson/rust-intmap
tide,0.17.0-beta.1,http-rs/tide
const-cstr,0.3.0,cybergeek94/const-cstr
twofish,0.7.1,RustCrypto/block-ciphers
sanitize-filename,0.4.0,kardeiz/sanitize-filename
futures_codec,0.4.1,matthunz/futures-codec
cgroups-rs,0.3.2,kata-containers/cgroups-rs
hmac-sha256,1.1.6,jedisct1/rust-hmac-sha256
tracing-chrome,0.7.1,thoren-d/tracing-chrome
unicode-general-category,0.6.0,yeslogic/unicode-general-category
faccess,0.2.4,Freaky/faccess
ckb-merkle-mountain-range,0.17.0-pre,nervosnetwork/merkle-mountain-range
lyon,1.0.1,nical/lyon
serde_nanos,0.1.3,none
aws-credential-types,0.55.3,awslabs/smithy-rs
runloop,0.1.0,ttaubert/rust-runloop/
lyon_algorithms,1.0.3,nical/lyon
zbus_polkit,3.0.1,dbus2/zbus/
binary-heap-plus,0.5.0,sekineh/binary-heap-plus-rs
bitstream-io,1.6.0,tuffy/bitstream-io
psl,2.1.4,addr-rs/psl
dwrote,0.11.0,servo/dwrote-rs
jsonrpsee-http-client,0.18.2,paritytech/jsonrpsee
log_settings,0.1.2,oli-obk/log_settings
string-interner,0.14.0,robbepop/string-interner
dockerfile,0.2.1,thedodd/dockerfile
dbghelp-sys,0.2.0,retep998/winapi-rs
unarray,0.1.4,cameron1024/unarray
coreaudio-rs,0.11.2,RustAudio/coreaudio-rs.git
serde_stacker,0.1.8,dtolnay/serde-stacker
iban_validate,4.0.1,ThomasdenH/iban_check
swc_ecma_codegen,0.139.13,swc-project/swc.git
az,1.2.1,https://gitlab.com/tspiteri/az
minimp3,0.5.1,germangb/minimp3-rs.git
geojson,0.24.1,georust/geojson
anymap2,0.13.0,azriel91/anymap2
spirv_cross,0.23.1,grovesNL/spirv_cross
easy-parallel,3.3.0,smol-rs/easy-parallel
actix-multipart,0.6.0,actix/actix-web.git
web3,0.18.0,tomusdrw/rust-web3
cfb-mode,0.8.2,RustCrypto/block-modes
scraper,0.16.0,causal-agent/scraper
pathfinder_simd,0.5.1,servo/pathfinder
serde-json-wasm,0.5.1,CosmWasm/serde-json-wasm
tagptr,0.2.0,oliver-giersch/tagptr.git
ansi_colours,1.2.1,mina86/ansi_colours
fake-tty,0.3.1,Aloso/to-html
basic-toml,0.1.2,dtolnay/basic-toml
freetype-rs,0.32.0,PistonDevelopers/freetype-rs.git
socks,0.3.4,sfackler/rust-socks
dhat,0.3.2,nnethercote/dhat-rs
gag,1.0.0,Stebalien/gag-rs
self_cell,0.10.2,Voultapher/self_cell
liquid-derive,0.26.2,cobalt-org/liquid-rust
winapi-wsapoll,0.1.1,psychon/winapi-wsapoll
expander,2.0.0,drahnr/expander.git
auto_enums,0.8.0,taiki-e/auto_enums
daggy,0.8.0,mitchmindtree/daggy.git
pathfinder_geometry,0.5.1,servo/pathfinder
juniper,0.15.11,graphql-rust/juniper
llvm-sys,160.1.0,https://gitlab.com/taricorp/llvm-sys.rs
r0,1.0.0,rust-embedded/r0
RustyXML,0.3.0,Florob/RustyXML
gstreamer-base-sys,0.20.0,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs
fuzzy-matcher,0.3.7,lotabout/fuzzy-matcher
ego-tree,0.6.2,programble/ego-tree
wabt,0.10.0,pepyakin/wabt-rs
streaming-iterator,0.1.9,sfackler/streaming-iterator
gsgdt,0.1.3,vn-ki/gsgdt-rs
wabt-sys,0.8.0,pepyakin/wabt-rs
gobject-2-0-sys,0.46.4,gi-rust/gobject-sys.git
features,0.10.0,fnichol/features-rs
juniper_codegen,0.15.9,graphql-rust/juniper
rectangle-pack,0.4.2,chinedufn/rectangle-pack
sea-query-derive,0.3.0,SeaQL/sea-query
gstreamer-base,0.20.5,https://gitlab.freedesktop.org/gstreamer/gstreamer-rs
cron,0.12.0,zslayton/cron
libproc,0.13.0,andrewdavidmackenzie/libproc-rs
wit-parser,0.8.0,bytecodealliance/wasm-tools/tree/main/crates/wit-parser
winutil,0.1.1,https://bitbucket.org/DaveLancaster/winutil
svgtypes,0.11.0,RazrFalcon/svgtypes
nuid,0.4.1,casualjim/rs-nuid.git
axum-macros,0.3.7,tokio-rs/axum
aes-gcm-siv,0.11.1,RustCrypto/AEADs
whirlpool,0.10.4,RustCrypto/hashes
oncemutex,0.1.1,reem/rust-once-mutex.git
rust-stemmers,1.2.0,CurrySoftware/rust-stemmers
solana-metrics,1.15.2,solana-labs/solana
macaddr,1.0.1,svartalf/rust-macaddr
serde-name,0.2.1,zefchain/serde-reflection
solana-measure,1.15.2,solana-labs/solana
path_abs,0.5.1,vitiral/path_abs
pharos,0.5.3,najamelan/pharos
grep-cli,0.1.7,BurntSushi/ripgrep/tree/master/crates/cli
async_io_stream,0.3.3,najamelan/async_io_stream
gloo-net,0.2.6,rustwasm/gloo
auto_enums_derive,0.7.12,taiki-e/auto_enums
mrml,2.0.0-rc2,jolimail/mrml-core/
auto_enums_core,0.7.12,taiki-e/auto_enums
solana-vote-program,1.15.2,solana-labs/solana
postgres-derive,0.4.4,sfackler/rust-postgres
mockall_double,0.3.0,asomers/mockall
udev,0.7.0,Smithay/udev-rs
neli,0.7.0-rc1,jbaublitz/neli
solana-config-program,1.15.2,solana-labs/solana
vm-memory,0.11.0,rust-vmm/vm-memory
primeorder,0.13.1,RustCrypto/elliptic-curves/tree/master/primeorder
utf16_lit,2.0.2,Lokathor/utf16_lit
solana-rayon-threadlimit,1.15.2,solana-labs/solana
swc_ecma_codegen_macros,0.7.2,swc-project/swc.git
aster,0.41.0,serde-rs/aster
derivation-path,0.2.0,jpopesculian/derivation-path
structmeta,0.2.0,frozenlib/structmeta
regex-cache,0.2.1,1aim/rust-regex-cache
structmeta-derive,0.2.0,frozenlib/structmeta
platform-info,2.0.1,uutils/platform-info
glyph_brush,0.7.7,alexheretic/glyph-brush
prost-codec,0.3.0,libp2p/rust-libp2p
cool_asserts,2.0.3,Lucretiel/cool_asserts
addr,0.15.6,addr-rs/addr
serde_codegen,0.9.0,serde-rs/serde
minimp3-sys,0.3.2,germangb/minimp3-rs.git
spl-associated-token-account,1.1.3,solana-labs/solana-program-library
svg,0.13.1,bodoni/svg
clang,2.0.0,KyleMayes/clang-rs
rusoto_ebs,0.48.0,rusoto/rusoto
gtk3-macros,0.17.1,gtk-rs/gtk3-rs
termwiz,0.20.0,wez/wezterm
system-configuration-sys,0.5.0,mullvad/system-configuration-rs
rusoto_cloudwatch,0.48.0,rusoto/rusoto
std_prelude,0.2.12,vitiral/std_prelude
ark-relations,0.4.0,arkworks-rs/snark
entities,1.0.2-rc.1,p-jackson/entities
tracing-actix-web,4.0.0-beta.1,LukeMathWalker/tracing-actix-web
